userId,total_ratings,avg_rating,rating_std,last_active_days,watch_frequency,tenure_months,top_genre,top_genre_cnt,genre_affinity_score,genre_encoded,plan_tier,plan_price,plan_encoded,acq_channel,acq_encoded,churn_prob,churned,markov_state,naive_ltv,iltv,p_rejoin,duration,event
35481,77,4.6688311688311686,0.9305148179283028,0.1600512163892445,0.1959287531806615,45.833333333333336,Comedy,18,23.4,4,Standard,15.49,2,trial,3,0.05,0,on_service,198.8,184.27,0.173,0.79,0
35484,20,4.225,0.9930680795022644,0.1844954021650564,0.0072700836059614,53.06666666666667,Action,14,70.0,0,Basic,9.99,1,paid_social,2,0.05,0,on_service,128.21,118.68,0.22,0.92,0
35491,20,2.85,1.0525657874176346,0.6013269700849726,0.0508905852417302,172.2,Comedy,9,45.0,4,Basic,9.99,1,paid_social,2,0.285616283447113,1,off_service_long,33.79,24.32,0.195,2.97,1
35495,1111,3.062106210621062,0.850656699933395,0.5756023745780467,1.0,164.83333333333334,Comedy,350,31.5,4,Premium,22.99,3,organic,1,0.05,0,on_service,295.05,273.4,0.182,2.84,0
35522,22,3.636363636363636,1.1039088361883505,0.6234431381678501,0.0559796437659033,178.53333333333333,Comedy,9,40.9,4,Basic,9.99,1,paid_social,2,0.3089646886513285,1,off_service_long,31.32,21.87,0.191,3.08,1
35528,25,4.06,0.794774601171091,0.1229193341869398,0.0636132315521628,35.2,Comedy,8,32.0,4,Basic,9.99,1,paid_social,2,0.05,0,on_service,128.21,118.8,0.182,0.61,0
35533,192,3.6744791666666665,0.6745366760320679,0.3928529856826911,0.0005929000222337,139.93333333333334,Action,99,51.6,0,Basic,9.99,1,organic,1,0.060785938535036,0,on_service,116.45,106.97,0.202,2.41,0
35537,20,3.975,0.865645484747167,0.1986963100919567,0.0508905852417302,56.9,Action,13,65.0,0,Basic,9.99,1,bundle,0,0.05,0,on_service,128.21,118.69,0.215,0.98,0
35551,101,4.0049504950495045,0.9552357026015896,0.4750320102432778,0.2569974554707379,136.06666666666666,Drama,24,23.8,7,Standard,15.49,2,bundle,0,0.05,0,on_service,198.8,184.27,0.174,2.35,0
35554,960,3.294791666666667,0.8482786092362172,0.3263880805494121,0.0008365575656174,190.76666666666668,Drama,292,30.4,7,Basic,9.99,1,bundle,0,0.0798921856567209,0,on_service,99.27,89.87,0.18,3.29,0
35559,99,3.691919191919192,0.6006249751303726,0.1779769526248399,0.0003465039847958,75.2,Drama,27,27.3,7,Basic,9.99,1,paid_social,2,0.05,0,on_service,128.21,118.82,0.177,1.3,0
35587,27,4.555555555555555,0.8243101233681286,0.1468979164241648,0.0687022900763358,42.06666666666667,Comedy,8,29.6,4,Basic,9.99,1,organic,1,0.05,0,on_service,128.21,118.81,0.18,0.73,0
35600,32,4.8125,0.4709290748598849,0.9949947619601908,0.0814249363867684,284.93333333333334,Comedy,13,40.6,4,Basic,9.99,1,trial,3,0.6540833413747684,0,on_service,15.04,5.6,0.191,4.91,0
35605,62,3.983870967741936,1.0439825305345598,0.1210569200325922,0.1577608142493638,34.666666666666664,Action,20,32.3,0,Standard,15.49,2,paid_social,2,0.05,0,on_service,198.8,184.21,0.182,0.6,0
35607,74,3.5,1.1878379115475264,0.1749505296240251,0.188295165394402,50.1,Action,36,48.6,0,Standard,15.49,2,trial,3,0.05,0,on_service,198.8,184.11,0.199,0.86,0
35620,730,3.2678082191780824,0.8605780852486697,0.0097776743103247,0.0005685663793459,111.66666666666669,Comedy,187,25.6,4,Basic,9.99,1,organic,1,0.05,0,on_service,128.21,118.83,0.176,1.93,0
35622,105,3.1904761904761907,0.9415130835240084,0.9664765452217436,0.0127226463104325,277.43333333333334,Action,29,27.6,0,Basic,9.99,1,organic,1,0.5616199130221786,1,off_service_long,17.48,8.09,0.178,4.78,1
35623,308,3.0259740259740258,0.9339632336439816,0.4526830403911069,0.7837150127226463,129.63333333333333,Action,136,44.2,0,Premium,22.99,3,bundle,0,0.05,0,on_service,295.05,273.29,0.194,2.24,0
35633,110,4.218181818181818,1.2144528588855892,0.2000931207077173,0.2798982188295165,57.3,Comedy,40,36.4,4,Standard,15.49,2,bundle,0,0.05,0,on_service,198.8,184.18,0.186,0.99,0
35638,105,3.6142857142857134,0.7313618187259369,0.3844721219881271,0.0059372349448685,111.6,Action,56,53.3,0,Basic,9.99,1,trial,3,0.1780090801180675,0,on_service,52.76,43.27,0.203,1.92,0
35642,154,3.9220779220779214,0.7500106102296764,0.6180886974741008,0.3918575063613231,177.0,Action,54,35.1,0,Standard,15.49,2,organic,1,0.05,0,on_service,198.8,184.19,0.185,3.05,0
35643,22,3.136363636363636,1.1358007263790997,0.4121755325340472,0.0559796437659033,118.03333333333332,Comedy,7,31.8,4,Basic,9.99,1,paid_social,2,0.1581506041442862,0,on_service,58.66,49.25,0.182,2.04,0
35649,42,4.535714285714286,0.7274484068777587,0.230124548946572,0.1068702290076335,65.9,Drama,11,26.2,7,Standard,15.49,2,paid_social,2,0.05,0,on_service,198.8,184.25,0.176,1.14,0
35660,27,3.851851851851852,0.8639668665167353,0.3816785007566057,0.0687022900763358,109.3,Comedy,7,25.9,4,Basic,9.99,1,trial,3,0.1991916555671166,0,on_service,47.57,38.19,0.176,1.89,0
35665,148,3.64527027027027,0.8907181585786241,0.3013618903503666,0.094147582697201,86.43333333333334,Action,114,77.0,0,Basic,9.99,1,paid_social,2,0.05,0,on_service,128.21,118.66,0.227,1.49,0
35668,103,3.155339805825242,0.7377400779513394,0.9931323478058434,0.0074881861141403,285.56666666666666,Comedy,29,28.2,4,Basic,9.99,1,organic,1,0.5843617851876046,1,off_service_long,16.81,7.42,0.178,4.93,1
35670,30,3.8333333333333335,0.7466399831028447,0.9527412408334304,0.0763358778625954,272.8333333333333,Comedy,11,36.7,4,Basic,9.99,1,paid_social,2,0.5706250537354467,1,off_service_long,17.21,7.78,0.187,4.71,1
35679,1075,3.3269767441860467,0.6109016403399349,0.0036084274240484,0.0027491145293899,34.2,Action,315,29.3,0,Basic,9.99,1,paid_social,2,0.05,0,on_service,128.21,118.81,0.179,0.59,0
35699,50,3.48,0.6773296909216968,0.9775346292631824,0.1272264631043257,279.93333333333334,Action,21,42.0,0,Standard,15.49,2,trial,3,0.5144144718583832,1,off_service_long,29.54,14.88,0.192,4.83,1
35708,36,3.888888888888889,0.7663560447348134,0.6887440344546618,0.0916030534351145,197.2333333333333,Drama,12,33.3,7,Basic,9.99,1,bundle,0,0.3185937008461722,0,on_service,30.4,20.98,0.183,3.4,0
35714,400,4.0125,0.55620784597109,0.2545687347223839,1.0,72.9,Comedy,111,27.8,4,Premium,22.99,3,paid_social,2,0.05,0,on_service,295.05,273.44,0.178,1.26,0
35723,20,3.525,1.576763841076499,0.5083226632522407,0.0508905852417302,145.56666666666666,Comedy,10,50.0,4,Basic,9.99,1,trial,3,0.2612128379809274,1,off_service_long,36.81,27.34,0.2,2.51,1
35727,99,3.909090909090909,0.5905878961507569,0.0628564777092305,0.2519083969465648,18.0,Action,60,60.6,0,Standard,15.49,2,trial,3,0.05,1,off_service_recent,198.8,184.05,0.211,0.31,1
35728,92,3.6630434782608696,0.8422520036481402,0.8195786287975788,0.0585241730279898,234.8,Drama,28,30.4,7,Basic,9.99,1,trial,3,0.5456008165240682,0,on_service,17.98,8.58,0.18,4.05,0
35730,77,3.6623376623376624,1.077404161208411,0.1813525782795949,0.0019022209046666,55.333333333333336,Action,18,23.4,0,Basic,9.99,1,trial,3,0.0773309521713426,0,on_service,101.34,91.97,0.173,0.95,0
35733,483,3.627329192546584,1.561278903541565,0.0689093237108602,0.0001911364904491,234.03333333333333,Action,235,48.7,0,Basic,9.99,1,trial,3,0.05,0,on_service,128.21,118.74,0.199,4.04,0
35747,68,3.0808823529411766,1.2143737840735558,0.0060528460016296,0.1730279898218829,1.7333333333333334,Action,21,30.9,0,Standard,15.49,2,bundle,0,0.05,0,on_service,198.8,184.22,0.181,0.03,0
35751,39,4.012820512820513,0.9211490213685036,0.637760446979397,0.099236641221374,182.63333333333333,Comedy,19,48.7,4,Basic,9.99,1,paid_social,2,0.2831900369728306,0,on_service,34.06,24.59,0.199,3.15,0
35759,55,4.090909090909091,0.9626877358560648,0.5511581888022349,0.1399491094147582,157.83333333333334,Drama,13,23.6,7,Standard,15.49,2,organic,1,0.0737519963344087,0,on_service,161.79,147.26,0.174,2.72,0
35760,26,3.4038461538461537,0.5834249012380388,0.1492259341170992,0.0661577608142493,42.73333333333333,Action,10,38.5,0,Basic,9.99,1,paid_social,2,0.05,0,on_service,128.21,118.77,0.188,0.74,0
35761,85,3.6294117647058814,1.12375047321477,0.647887323943662,0.2162849872773536,185.53333333333333,Action,23,27.1,0,Standard,15.49,2,trial,3,0.2359673655162528,0,on_service,62.9,48.34,0.177,3.2,0
35770,105,4.228571428571429,0.7784000214585,0.4730531952042835,0.0014843087362171,141.46666666666667,Comedy,32,30.5,4,Basic,9.99,1,trial,3,0.2967004017953182,0,on_service,32.57,23.16,0.18,2.44,0
35781,172,3.395348837209302,0.8204843779396925,0.955884064718892,0.00287933574394,278.8,Action,56,32.6,0,Basic,9.99,1,organic,1,0.5480675839031435,0,on_service,17.9,8.49,0.183,4.81,0
35799,67,3.8134328358208953,0.8016829877481914,0.5824700267722035,0.1704834605597964,166.8,Action,33,49.3,0,Standard,15.49,2,organic,1,0.05,0,on_service,198.8,184.1,0.199,2.88,0
35802,31,4.645161290322581,0.6081878600549994,0.115236875800256,0.0004481841313902,38.833333333333336,Action,14,45.2,0,Basic,9.99,1,paid_social,2,0.05,0,on_service,128.21,118.75,0.195,0.67,0
35804,1079,3.108433734939759,1.11837131986746,0.7782563147479921,0.6863867684478372,222.96666666666667,Action,291,27.0,0,Premium,22.99,3,bundle,0,0.05,0,on_service,295.05,273.45,0.177,3.85,0
35809,29,3.4827586206896552,0.5744991393237624,0.5884064718891864,0.0737913486005089,168.5,Comedy,9,31.0,4,Basic,9.99,1,bundle,0,0.2518295032110946,1,off_service_long,38.13,28.72,0.181,2.91,1
35818,103,4.106796116504855,1.4031660374354211,0.1203585147247119,0.2620865139949109,34.46666666666667,Action,46,44.7,0,Standard,15.49,2,bundle,0,0.05,0,on_service,198.8,184.13,0.195,0.59,0
35819,608,3.513157894736842,0.8121754065523102,0.2352461878710278,0.0035001669487524,82.06666666666666,Action,232,38.2,0,Basic,9.99,1,bundle,0,0.05,0,on_service,128.21,118.78,0.188,1.42,0
35828,67,3.417910447761194,0.9070306822404376,0.9993015946921197,0.1704834605597964,286.1666666666667,Action,23,34.3,0,Standard,15.49,2,paid_social,2,0.4655995454737975,0,on_service,32.57,17.96,0.184,4.94,0
35832,29,3.603448275862069,1.2275069853221927,0.2488650913746944,0.0737913486005089,71.26666666666667,Drama,11,37.9,7,Basic,9.99,1,bundle,0,0.05,0,on_service,128.21,118.78,0.188,1.23,0
35833,124,4.419354838709677,0.6878359394287947,0.8101501571411943,0.3155216284987277,232.0,Drama,52,41.9,7,Standard,15.49,2,trial,3,0.2865593114635917,0,on_service,52.22,37.57,0.192,4.0,0
35836,43,3.72093023255814,1.3152146555808697,0.8058433244092655,0.00643616225116,231.3,Drama,18,41.9,7,Basic,9.99,1,paid_social,2,0.4776565784018325,1,off_service_long,20.49,11.04,0.192,3.99,1
35837,149,4.0369127516778525,0.7238550132271889,0.3245256663950646,0.0009135779760262,106.73333333333332,Action,68,45.6,0,Basic,9.99,1,trial,3,0.1479637441280385,0,on_service,62.18,52.71,0.196,1.84,0
35856,254,3.866141732283464,0.8945350524544661,0.0032592247701082,0.0269296013570822,1.7,Action,102,40.2,0,Basic,9.99,1,trial,3,0.05,0,on_service,128.21,118.77,0.19,0.03,0
35857,249,2.901606425702812,1.248126591991359,0.1567919916191363,0.6335877862595419,44.9,Action,108,43.4,0,Premium,22.99,3,organic,1,0.05,0,on_service,295.05,273.29,0.193,0.77,0
35858,55,3.4727272727272727,1.051534072545396,0.7064369689209637,0.0019992729916394,204.63333333333333,Drama,16,29.1,7,Basic,9.99,1,organic,1,0.3559499386409513,1,off_service_long,27.3,17.9,0.179,3.53,1
35859,58,3.5689655172413794,0.94334360478291,0.102199976719823,0.1475826972010178,29.266666666666666,Comedy,22,37.9,4,Standard,15.49,2,trial,3,0.05,0,on_service,198.8,184.17,0.188,0.5,0
35872,22,4.0,0.9258200997725514,0.8521708764986614,0.0559796437659033,244.03333333333333,Comedy,11,50.0,4,Basic,9.99,1,organic,1,0.4037468793159776,0,on_service,24.15,14.67,0.2,4.21,0
35883,53,4.29245283018868,0.5584487637829293,0.155627982772669,0.0042143765903307,45.63333333333333,Action,29,54.7,0,Basic,9.99,1,trial,3,0.05,0,on_service,128.21,118.72,0.205,0.79,0
35906,422,3.4229857819905214,0.6246082628196983,0.2459550692585263,0.1193101498445009,70.73333333333333,Action,187,44.3,0,Standard,15.49,2,paid_social,2,0.05,0,on_service,198.8,184.13,0.194,1.22,0
35908,276,3.963768115942029,0.6314130794839037,0.149342335001746,0.0270111567821491,43.63333333333333,Comedy,73,26.4,4,Basic,9.99,1,bundle,0,0.05,0,on_service,128.21,118.83,0.176,0.75,0
35910,51,3.42156862745098,1.0410213687509386,0.2169712489814922,0.1297709923664122,62.13333333333333,Action,21,41.2,0,Standard,15.49,2,paid_social,2,0.05,0,on_service,198.8,184.15,0.191,1.07,0
35929,24,3.4166666666666665,1.3077250963165887,0.3402397858223722,0.0610687022900763,97.43333333333334,Action,11,45.8,0,Basic,9.99,1,paid_social,2,0.0700574775128596,0,on_service,107.59,98.13,0.196,1.68,0
35937,33,3.4242424242424243,0.7917663414126287,0.9717145850308464,0.0003834222175746,285.56666666666666,Comedy,12,36.4,4,Basic,9.99,1,paid_social,2,0.6243799569158898,1,off_service_long,15.75,6.32,0.186,4.93,1
35938,51,3.656862745098039,0.961718233571722,0.071935746711675,0.1297709923664122,20.6,Action,24,47.1,0,Standard,15.49,2,paid_social,2,0.05,0,on_service,198.8,184.12,0.197,0.36,0
35942,27,5.0,0.0,0.1150040740309626,0.0687022900763358,32.93333333333333,Comedy,7,25.9,4,Basic,9.99,1,paid_social,2,0.05,0,on_service,128.21,118.83,0.176,0.57,0
35957,129,3.736434108527132,0.9562245081974836,0.7158654405773484,0.3282442748091603,205.0,Action,79,61.2,0,Standard,15.49,2,bundle,0,0.0661702150572984,0,on_service,172.39,157.64,0.211,3.54,0
35963,1074,3.945065176908752,0.8883416203903857,0.4452333837737167,0.0008634516358549,233.0,Comedy,333,31.0,4,Basic,9.99,1,organic,1,0.1437549812010458,0,on_service,63.74,54.33,0.181,4.02,0
35964,45,3.844444444444445,1.1668830968079713,0.7204050750785705,0.1145038167938931,206.3,Comedy,13,28.9,4,Standard,15.49,2,organic,1,0.2112721516659098,0,on_service,69.82,55.25,0.179,3.56,0
35965,528,4.035037878787879,0.7393799638956231,0.3873821441042951,0.0006624809913124,178.5,Comedy,162,30.7,4,Basic,9.99,1,paid_social,2,0.1681744747877798,0,on_service,55.54,46.13,0.181,3.08,0
35969,236,3.135593220338983,1.11405148463701,0.995809568152718,0.017157397310069,286.3,Action,68,28.8,0,Basic,9.99,1,trial,3,0.7104689558671398,1,off_service_long,13.87,4.47,0.179,4.94,1
35979,30,3.333333333333333,1.2129568697262454,0.8206262367593994,0.0763358778625954,235.0,Action,17,56.7,0,Basic,9.99,1,trial,3,0.4849330504762218,0,on_service,20.18,10.68,0.207,4.05,0
35983,35,4.314285714285714,0.6311254453205737,0.1599348155045978,0.089058524173028,45.8,Crime,9,25.7,5,Basic,9.99,1,trial,3,0.05,0,on_service,128.21,118.83,0.176,0.79,0
35987,27,2.851851851851852,1.2846341503653484,0.3914561750669305,0.0687022900763358,112.1,Comedy,6,22.2,4,Basic,9.99,1,organic,1,0.0844137950153765,0,on_service,95.77,86.41,0.172,1.93,0
35995,181,3.925414364640884,0.8341432528270877,0.504015830520312,0.000628321686818,168.73333333333332,Action,51,28.2,0,Basic,9.99,1,organic,1,0.1964985035728405,0,on_service,48.18,38.79,0.178,2.91,0
36001,109,3.486238532110092,1.151606598361792,0.8639273658479805,0.27735368956743,247.4,Comedy,31,28.4,4,Standard,15.49,2,paid_social,2,0.3156650478946694,1,off_service_long,47.56,33.0,0.178,4.27,1
36038,32,2.84375,1.4167061980569235,0.8539168897683622,0.0814249363867684,244.53333333333333,Action,12,37.5,0,Basic,9.99,1,bundle,0,0.4474210436213056,0,on_service,21.84,12.41,0.188,4.22,0
36047,46,3.847826086956522,0.6313087395543335,0.6365964381329298,0.1170483460559796,182.3,Action,14,30.4,0,Standard,15.49,2,paid_social,2,0.2099529774783539,0,on_service,70.23,55.65,0.18,3.14,0
36057,216,3.638888888888889,1.2646046046893675,0.7488068909323711,0.1374045801526717,214.56666666666663,Comedy,61,28.2,4,Standard,15.49,2,paid_social,2,0.293943222669561,1,off_service_long,50.95,36.39,0.178,3.7,1
36074,48,3.5625,0.8481832901071686,0.9818414619951112,0.1221374045801526,281.1666666666667,Action,18,37.5,0,Standard,15.49,2,organic,1,0.3994044673060126,0,on_service,37.84,23.21,0.188,4.85,0
36077,561,3.39126559714795,1.0367077021462368,0.420672797113258,0.0594783715012722,121.23333333333332,Action,154,27.5,0,Basic,9.99,1,organic,1,0.1017990519399703,0,on_service,84.01,74.62,0.178,2.09,0
36084,34,3.75,0.7612788283838283,0.4283552554999418,0.0865139949109414,122.66666666666669,Action,15,44.1,0,Basic,9.99,1,trial,3,0.1912272069444827,1,off_service_long,49.41,39.95,0.194,2.12,1
36090,70,3.971428571428572,0.8204175072049381,0.3168432080083808,0.178117048346056,90.73333333333332,Comedy,32,45.7,4,Standard,15.49,2,organic,1,0.05,0,on_service,198.8,184.12,0.196,1.56,0
36093,21,3.095238095238096,1.3001831372834332,0.9905715283436154,0.0534351145038167,283.6666666666667,Action,8,38.1,0,Basic,9.99,1,paid_social,2,0.609539665422984,1,off_service_long,16.12,6.69,0.188,4.89,1
36094,51,3.774509803921569,0.8961792537779263,0.3681759981375858,0.1297709923664122,105.46666666666668,Drama,18,35.3,7,Standard,15.49,2,organic,1,0.05,0,on_service,198.8,184.19,0.185,1.82,0
36097,78,3.756410256410256,1.1417222970275231,0.9798626469561168,0.1984732824427481,280.6,Action,33,42.3,0,Standard,15.49,2,bundle,0,0.3800534763435194,1,off_service_long,39.71,25.06,0.192,4.84,1
36116,92,4.173913043478261,0.6352069084410958,0.5235711791409615,0.2340966921119593,149.93333333333334,Action,30,32.6,0,Standard,15.49,2,bundle,0,0.05,0,on_service,198.8,184.2,0.183,2.59,0
36118,205,3.414634146341464,1.0795698525224622,0.6984053078803399,0.0004520177631956,238.46666666666667,Drama,56,27.3,7,Basic,9.99,1,paid_social,2,0.4238982374226742,0,on_service,23.02,13.64,0.177,4.11,0
36119,38,3.526315789473684,1.4091753790544113,0.7759282970550576,0.0966921119592875,222.2,Drama,12,31.6,7,Basic,9.99,1,trial,3,0.4891965816644023,1,off_service_long,20.01,10.6,0.182,3.83,1
36130,24,3.395833333333333,0.8072923971478695,0.2907694098475148,0.0610687022900763,83.26666666666667,Comedy,9,37.5,4,Basic,9.99,1,paid_social,2,0.05,0,on_service,128.21,118.78,0.188,1.44,0
36140,42,3.6666666666666665,0.9856696786688504,0.6236759399371435,0.1068702290076335,178.6,Comedy,20,47.6,4,Standard,15.49,2,paid_social,2,0.170305637445898,0,on_service,85.14,70.46,0.198,3.08,0
36144,23,3.717391304347826,0.9393673760535204,0.4142707484576883,0.0017734597887269,119.73333333333332,Action,9,39.1,0,Basic,9.99,1,paid_social,2,0.1723298688717871,0,on_service,54.33,44.89,0.189,2.07,0
36171,160,3.75625,0.8048350352477608,0.1140728669537888,0.0678541136556403,32.86666666666667,Action,57,35.6,0,Basic,9.99,1,bundle,0,0.05,0,on_service,128.21,118.79,0.186,0.57,0
36174,75,3.493333333333333,0.7236045906457501,0.998370387614946,0.1908396946564885,285.9,Drama,30,40.0,7,Standard,15.49,2,trial,3,0.5032764627637124,1,off_service_long,30.18,15.54,0.19,4.93,1
36179,40,3.125,1.6708281379802854,0.4310324758468164,0.0036350418029807,124.33333333333331,Drama,14,35.0,7,Basic,9.99,1,trial,3,0.2530084597759628,0,on_service,37.96,28.53,0.185,2.14,0
36204,20,3.9,0.6198471798078857,0.4149691537655686,0.0508905852417302,118.83333333333331,Action,7,35.0,0,Basic,9.99,1,trial,3,0.2165300303915897,0,on_service,44.0,34.58,0.185,2.05,0
36206,22,3.590909090909091,0.7341396590302413,0.9878943079967408,0.0559796437659033,282.9,Comedy,10,45.5,4,Basic,9.99,1,bundle,0,0.5513256245144411,1,off_service_long,17.8,8.33,0.196,4.88,1
36212,341,3.731671554252199,0.8255086617532466,0.4871377022465371,0.8676844783715013,139.53333333333333,Action,116,34.0,0,Premium,22.99,3,trial,3,0.05,0,on_service,295.05,273.38,0.184,2.41,0
36221,95,4.347368421052631,0.7958458774752113,0.8080549412175533,0.2417302798982188,231.4,Action,35,36.8,0,Standard,15.49,2,organic,1,0.2019788130249332,0,on_service,72.82,58.2,0.187,3.99,0
36232,53,3.8867924528301887,1.120789168372868,0.4298684670003492,0.0070978974152939,123.73333333333332,Action,21,39.6,0,Basic,9.99,1,paid_social,2,0.1811458248926323,0,on_service,51.92,42.48,0.19,2.13,0
36235,181,3.430939226519337,1.0759665947197117,0.8171342102199977,0.0015718764383537,243.76666666666668,Action,115,63.5,0,Basic,9.99,1,bundle,0,0.4059214299568212,0,on_service,24.02,14.5,0.214,4.2,0
36250,33,3.909090909090909,0.5070525344846161,0.5552322197648702,0.0419847328244274,159.06666666666666,Comedy,10,30.3,4,Basic,9.99,1,paid_social,2,0.2825934093996824,0,on_service,34.13,24.73,0.18,2.74,0
36252,57,4.087719298245614,1.000548095409746,0.3897101617972296,0.1450381679389313,111.6,Action,23,40.4,0,Standard,15.49,2,paid_social,2,0.05,0,on_service,198.8,184.15,0.19,1.92,0
36255,285,3.573684210526316,0.9085909063693844,0.3376789663601443,0.0024582740328632,106.53333333333332,Action,99,34.7,0,Basic,9.99,1,paid_social,2,0.1195140360716838,0,on_service,74.27,64.85,0.185,1.84,0
36256,37,3.5405405405405403,1.260392236007739,0.93854033290653,0.094147582697201,268.76666666666665,Comedy,21,56.8,4,Basic,9.99,1,paid_social,2,0.5101584749766236,0,on_service,19.21,9.71,0.207,4.64,0
36279,116,3.564655172413793,1.0984775480355666,0.2879757886159935,0.0079774430919469,83.7,Action,49,42.2,0,Basic,9.99,1,trial,3,0.1219919093468213,0,on_service,73.06,63.61,0.192,1.44,0
36281,36,4.25,1.0790207200446682,0.8235362588755675,0.0916030534351145,235.83333333333331,Comedy,20,55.6,4,Basic,9.99,1,paid_social,2,0.4218274803828968,1,off_service_long,23.13,13.64,0.206,4.07,1
36288,50,4.14,0.8332380897952963,0.8447212198812711,0.1272264631043257,241.9,Drama,15,30.0,7,Standard,15.49,2,organic,1,0.3021637443528542,1,off_service_long,49.61,35.04,0.18,4.17,1
36290,357,3.333333333333333,0.8794363192979775,0.9539052496798976,0.0078991038831729,276.96666666666664,Comedy,121,33.9,4,Basic,9.99,1,organic,1,0.5413746478023317,0,on_service,18.12,8.7,0.184,4.78,0
36293,77,3.720779220779221,0.7842760091383076,0.1332790129204982,0.0391857506361323,38.333333333333336,Comedy,29,37.7,4,Basic,9.99,1,paid_social,2,0.05,0,on_service,128.21,118.78,0.188,0.66,0
36306,143,3.5034965034965038,0.7058520560200193,0.004190431847282,0.0909669211195928,1.3,Comedy,36,25.2,4,Basic,9.99,1,organic,1,0.05,0,on_service,128.21,118.83,0.175,0.02,0
36307,30,3.2666666666666666,0.6396838299494919,0.9516936328716098,0.0763358778625954,272.53333333333336,Action,11,36.7,0,Basic,9.99,1,trial,3,0.6297869673659902,0,on_service,15.61,6.18,0.187,4.7,0
36315,70,3.3714285714285714,0.9505365162565088,0.8074729367943196,0.178117048346056,231.2333333333333,Action,59,84.3,0,Standard,15.49,2,trial,3,0.2683198252624278,0,on_service,55.63,40.79,0.234,3.99,0
36320,37,3.8513513513513513,0.9491579957524988,0.5865440577348388,0.094147582697201,167.96666666666667,Action,18,48.6,0,Basic,9.99,1,organic,1,0.1749614548392705,0,on_service,53.59,44.12,0.199,2.9,0
36334,46,3.5,0.8498365855987975,0.3734140379466883,0.0585241730279898,106.96666666666668,Action,14,30.4,0,Basic,9.99,1,trial,3,0.1886691438433558,0,on_service,50.02,40.62,0.18,1.84,0
36341,27,2.925925925925926,1.485207209732183,0.5256663950646024,0.0687022900763358,150.53333333333333,Comedy,7,25.9,4,Basic,9.99,1,bundle,0,0.214381971013514,0,on_service,44.42,35.03,0.176,2.6,0
36349,31,3.5806451612903225,0.913753925605324,0.3603771388662554,0.0788804071246819,103.2,Action,14,45.2,0,Basic,9.99,1,paid_social,2,0.0784615075306633,0,on_service,100.42,90.95,0.195,1.78,0
36357,93,3.462365591397849,1.3233614953967914,0.9139797462460716,0.0007236734598594,272.6333333333333,Comedy,33,35.5,4,Basic,9.99,1,paid_social,2,0.5798219602669276,0,on_service,16.94,7.51,0.186,4.7,0
36362,47,3.925531914893617,1.1840365896788947,0.1642416482365266,0.1195928753180661,47.03333333333333,Action,19,40.4,0,Standard,15.49,2,paid_social,2,0.05,0,on_service,198.8,184.15,0.19,0.81,0
36386,64,3.265625,0.9299630902387198,0.9875451053428006,0.1628498727735369,282.8,Action,25,39.1,0,Standard,15.49,2,bundle,0,0.410411147887472,1,off_service_long,36.84,22.21,0.189,4.88,1
36391,310,3.583870967741936,0.9387717563291204,0.1549295774647887,0.0123250636132315,46.46666666666667,Action,109,35.2,0,Basic,9.99,1,paid_social,2,0.05,0,on_service,128.21,118.79,0.185,0.8,0
36395,38,3.4473684210526314,0.9137794523978237,0.0100104760796182,0.0009208772567551,6.333333333333333,Action,14,36.8,0,Basic,9.99,1,trial,3,0.05,0,on_service,128.21,118.78,0.187,0.11,0
36400,26,3.923076923076923,0.9766504768063924,0.7478756838551973,8.988826197588228e-05,238.7,Comedy,11,42.3,4,Basic,9.99,1,organic,1,0.3636556029531699,1,off_service_long,26.74,17.28,0.192,4.12,1
36401,28,3.857142857142857,0.9315175080076958,0.9720637876847864,0.0712468193384223,278.3666666666667,Comedy,16,57.1,4,Basic,9.99,1,organic,1,0.477827620478618,1,off_service_long,20.48,10.98,0.207,4.8,1
36402,36,3.4444444444444446,1.106976433984403,0.9542544523338378,0.0916030534351145,273.26666666666665,Action,11,30.6,0,Basic,9.99,1,paid_social,2,0.576402035149513,1,off_service_long,17.04,7.63,0.181,4.71,1
36403,62,3.935483870967742,0.903018031552726,0.9685717611453848,0.1577608142493638,277.3666666666667,Drama,25,40.3,7,Standard,15.49,2,paid_social,2,0.4353770017916259,0,on_service,34.78,20.14,0.19,4.78,0
36408,33,3.787878787878788,0.8572330399888265,0.9972063787684786,0.0839694656488549,285.56666666666666,Comedy,8,24.2,4,Basic,9.99,1,paid_social,2,0.6273803701903555,0,on_service,15.67,6.3,0.174,4.93,0
36421,31,3.5806451612903225,0.9045880664106029,0.2381562099871959,0.0788804071246819,68.2,Action,15,48.4,0,Basic,9.99,1,paid_social,2,0.05,1,off_service_long,128.21,118.74,0.198,1.18,1
36429,53,3.9716981132075473,0.723340902312257,0.584798044465138,0.1348600508905852,167.46666666666667,Comedy,17,32.1,4,Standard,15.49,2,bundle,0,0.1162084101268176,0,on_service,117.75,103.16,0.182,2.89,0
36437,264,3.3068181818181817,1.1187100924721125,0.5438249330694913,0.6717557251908397,155.73333333333332,Drama,71,26.9,7,Premium,22.99,3,organic,1,0.05,0,on_service,295.05,273.45,0.177,2.69,0
36458,107,3.420560747663552,1.251696080852727,0.8078221394482598,0.272264631043257,231.33333333333331,Action,25,23.4,0,Standard,15.49,2,trial,3,0.3433253960369793,0,on_service,43.84,29.31,0.173,3.99,0
